ticker,name,market,date,시가,종가
217500,러셀,KOSDAQ,20260811,1741,1687
217730,강스템바이오텍,KOSDAQ,20260811,2690,2815
217820,원익피앤이,KOSDAQ,20260811,2070,2060
218150,미래생명자원,KOSDAQ,20260811,2110,2090
218410,RFHIC,KOSDAQ,20260811,53100,52100
219130,타이거일렉,KOSDAQ,20260811,80100,83000
219420,링크제니시스,KOSDAQ,20260811,3550,3550
219550,디와이디,KOSDAQ,20260811,1330,1285
219750,한국비티비,KOSDAQ,20260811,1688,1695
220100,퓨쳐켐,KOSDAQ,20260811,9090,9070
220180,폴라리스AI핸디,KOSDAQ,20260811,1583,1539
220260,켐트로스,KOSDAQ,20260811,3850,3960
221800,지구홀딩스,KOSDAQ,20260811,4325,4300
221840,하이즈항공,KOSDAQ,20260811,1948,1978
221980,케이디켐,KOSDAQ,20260811,9320,9510
222040,코스맥스엔비티,KOSDAQ,20260811,10700,10420
222080,SFA넥셀,KOSDAQ,20260811,7930,7910
222110,팬젠,KOSDAQ,20260811,5070,5170
222420,쎄노텍,KOSDAQ,20260811,1024,970
222800,심텍,KOSDAQ,20260811,113800,113900
222980,한국맥널티,KOSDAQ,20260811,2060,2055
223250,드림씨아이에스,KOSDAQ,20260811,3410,3575
223310,사토시홀딩스,KOSDAQ,20260811,3865,3995
224060,더코디,KOSDAQ,20260811,3525,3670
224110,에이텍모빌리티,KOSDAQ,20260811,8860,8890
225190,LK삼양,KOSDAQ,20260811,940,1055
225220,제놀루션,KOSDAQ,20260811,1409,1417
225430,케이엠제약,KOSDAQ,20260811,1715,1770
225530,HC보광산업,KOSDAQ,20260811,2015,2070
225570,넥슨게임즈,KOSDAQ,20260811,9070,9350
225590,패션플랫폼,KOSDAQ,20260811,3030,2955
226330,신테카바이오,KOSDAQ,20260811,1574,1570
226340,본느,KOSDAQ,20260811,7500,8060
226400,오스테오닉,KOSDAQ,20260811,5060,5020
226590,엠디바이스,KOSDAQ,20260811,11750,12290
226950,올릭스,KOSDAQ,20260811,136500,131900
227610,아우딘퓨쳐스,KOSDAQ,20260811,1171,1242
227950,엔투텍,KOSDAQ,20260811,1266,1330
228340,동양파일,KOSDAQ,20260811,2455,3190
228670,레이,KOSDAQ,20260811,7420,5530
228760,지노믹트리,KOSDAQ,20260811,13330,14860
228850,레이언스,KOSDAQ,20260811,6520,5890
229000,젠큐릭스,KOSDAQ,20260811,1753,1867
230240,에치에프알,KOSDAQ,20260811,15840,15590
232140,와이씨,KOSDAQ,20260811,10150,10530
232680,라온로보틱스,KOSDAQ,20260811,10450,10160
232830,아이티센피엔에스,KOSDAQ,20260811,1774,1754
234030,싸이닉솔루션,KOSDAQ,20260811,3165,3230
234100,폴라리스세원,KOSDAQ,20260811,2850,2885
234300,에스트래픽,KOSDAQ,20260811,3000,3015
234340,헥토파이낸셜,KOSDAQ,20260811,20500,20400
234690,녹십자웰빙,KOSDAQ,20260811,9120,9680
234920,자이글,KOSDAQ,20260811,0,5310
235980,메드팩토,KOSDAQ,20260811,2940,2960
236200,슈프리마,KOSDAQ,20260811,64300,60600
236810,엔비티,KOSDAQ,20260811,1494,1425
237690,에스티팜,KOSDAQ,20260811,106800,108000
237750,피앤씨테크,KOSDAQ,20260811,4030,3965
237820,플레이디,KOSDAQ,20260811,2555,2570
237880,클리오,KOSDAQ,20260811,11370,11660
238090,앤디포스,KOSDAQ,20260811,2185,2140
238120,얼라인드,KOSDAQ,20260811,3095,3245
238200,비피도,KOSDAQ,20260811,2585,2580
238490,힘스,KOSDAQ,20260811,2420,2420
239340,이스트에이드,KOSDAQ,20260811,892,878
239610,에이치엘사이언스,KOSDAQ,20260811,5640,5730
239890,피엔에이치테크,KOSDAQ,20260811,3605,3565
240550,동방메디컬,KOSDAQ,20260811,6530,6650
240600,유진테크놀로지,KOSDAQ,20260811,2270,2075
